audiocap_id,youtube_id,caption
17250,67qTV1MDXhc,A bell chiming
17254,67yhKQpwvjo,"People speak followed by spraying, then a phone rings"
17255,67zyxZb-wQM,A round of applause followed by a woman speaking
17256,6813SgG-6Rk,A door creaks open slowly
17257,6850oZZoeb8,"Traffic sounds are present and ongoing, an adult male is speaking, and metal clicking occurs"
63024,XbTazhNR5Cc,A kid talks followed by a woman talking while several people laugh
9258,2i8L8v2NTsY,A man gives a speech
9257,2i82jVZy1pk,"Some unidentified low sound, followed by a child laughter and a female chuckling"
9252,2hyT23nJm_4,"A female speaking, then a baby babbling, then a female cheering and clapping, followed by another female laughing and speaking"
9253,2i-sTS4rNgs,A big engine is sitting in idle
21619,8Cscq1H9Lng,A vehicle driving and accelerating
21618,8Cpw8deghns,Crinkling noise followed by a man talking
21616,8CpkuIJ1aQg,An adult male is speaking informatively
21610,8C_A2FOG02E,Bell chiming with a vehicle starting up
21613,8Cl-_ONJOes,A man is talking
19397,77fe_-5zCmM,"An adult male speaks, a meow occurs, then a boom, the male speaks again, and mechanical clicking occurs"
45448,LkXhkR4lTS4,A person talking the entire clip
45445,LkXILk5okJg,Some liquid flows while kitchenware hits
62368,XB-lOd-HH1o,A man talks while different birds tweet
54540,RmAsVtD8qzw,A train hiss loudly
19393,77ZFT8HuVq0,"A boat motor is running and then accelerates, and water is splashing"
48622,Nnv7ImgNAEg,Continuous hissing with bells and a horn honking
19391,77W8716C44A,A frog croaking
46861,MgHh1iN_8fk,A sewing machine operates with squeaking sounds followed by knocking
58074,UA5_5uj4iIw,"The whir of machine motors, the clacking of wooden boards"
90310,qNsnip5tvsg,A person talking as a crowd laughs
90313,qNxytjnLbOE,A train engine is running and rhythmically chugging
90317,qOA4vLvHHn8,Dogs growling while a woman is talking followed by dogs barking
91074,qzy-KWlmlgc,A spray is triggered
54542,RmF5uH_SuKQ,Several engines work in idle nearby
13059,4IF49XmNCaw,"A toilet flushes, water flows"
13050,4HrtJcJc174,A woman is giving a speech
13054,4Hy1t6KBY4o,Vehicle drives and honks its horn
13055,4Hz53AafH7s,Motor slowing down
54172,RXE39pZXG3M,A few slams are followed by referee whistles
54173,RXE4HGOTQWI,Phone ringing then two men speaking
54179,RXPij7peR3I,Singing followed by a man speaking then a bang
94541,tdWWY6SoqlY,A bus slows down and its engine decelerates quietly
94540,tdUv86s7PMw,An engine works while some frogs croak
94544,tdZk4rxpSlc,Whimpering and long yipping.
94546,tdfz7W9xNIw,Loud wind noises and a car horn and a person talking at the end
62084,WxuCynzEntQ,Metal clangs together in an enclosed space
20258,7XQZvjD_Ww0,A small motor is vibrating consistently
40321,ISTN_64MVnA,An electronic bleep beeping repeatedly
20253,7XCaCkHgkZM,A cat is meowing over and over
20251,7XAySrozWrk,People in a small room are chanting and singing
20254,7XChPEYFWpA,People are talking and bees are quietly buzzing in the background
44424,L5gAhon3a68,A person speaks and a small RC engine spools up
44423,L5fq5D1Uces,As the wind blows steadily a bird sings and an engine goes by
40960,IryLRJ2P_qQ,An insect buzzing intermittently
40961,Is0jFNep7kY,Fast rubbing followed by speech
29760,CEggxDcgEHc,Metal clashes and a man speaks
1175,-RLhcWjOd1E,Animal noises and whimpering
1172,-RIXNh-i88E,Woman speaking while a pan sizzles
1171,-RH8_ZSbHhc,Chatter and then a car horn beeping
1170,-RFRH50Qobg,Train horn tooting multiple times
23504,994l_hUXlCM,"A group of birds cheep, a man speaks"
1178,-RNPQI3AJMw,Rapid gunfire and gunshots
27619,B9JPdSzZXvc,A door is sliding open
27618,B9J303z3ICM,A flushing of water and people talking
27616,B9F7ijiMaxs,Children are speaking followed by laughter
27614,B97t6blNHnA,An engine idling consistently
27613,B94vwFIqTUQ,A man speaks and types
27611,B8xK_lJFsRw,People speaking on a moving bus
27610,B8t0JMx0vyk,Water pours out onto a surface
97930,wEDditLGJwg,"Several small shuffles of hard objects knocking, followed by loud explosions interspersed by a grown man chuckling"
12832,4C-Abooz-OA,The engine of a small machine pulling chains
8549,2Qh9AFPNq50,A dog is barking people are talking
12835,4C5_pfsrp3Q,Birds are flapping their wings and some bird call
12834,4C4dfeDruIw,A person snoring
12838,4C7XyQgZ_8I,A thump noise and a bird chirps
8541,2QTH4_WQlgg,A toilet flushes and then woman laugh in the background
8540,2QLhxtgqvU8,"A man speaks followed by electrical hums, some clicking, and liquid being poured"
92264,rsrZOjkQ3rY,Rubbing and scraping followed by a soft power tool drilling then a louder power tool drilling
92269,rt0Ksg7zpow,"An engine revs, tires squeal, a car accelerates into the distance"
23126,8xah8J3bWis,A man and a woman talking as a telephone is ringing
54304,RbrSbC-bGY0,Wind blows and birds tweet
22678,8j7q3t8ie10,Moving of objects followed by a beep
22676,8j6uc8DEzWA,A man is speaking and loud bangs happen
22674,8j5gWsCQ3_4,A woman speaking and crowd cheering
22675,8j69QB0y4Cw,A vehicle driving by quietly and slowly
22673,8j-jFjOn_4A,Wind is blowing and woman is laughing
22671,8itzyk-WgP0,A frog chirps and other frogs and crickets chirp in the background
15555,5MVE73rP6R8,A large engine hums and speeds down a roadway
16884,5yAnVjPDShU,Sirens ring out and cars speed by in the background
15554,5MSE1-YlVfc,A woman speaks followed by laughter and a cat crying
60908,W8BDM_jth3Y,A man speaks and a computer keyboard is clicked
8295,2KLSmeAXUHU,An engine is revving up
65268,Z9yyGhM_9qw,Buzzing of nearby insects with distant quacking and faint speaking from a nearby man
15553,5MRDu6qgla0,A crowd of people are talking and a police siren goes off loudly
75536,fXUT4w2jCWs,An engine sound is followed by the sound of helicopter blades
65262,Z9aB-SFDnwk,"A man talks nearby, followed by a door closing, after which the man continues to talk"
46132,MDW5VlmaGjA,A vehicle engine revving and accelerating while driving by
393,-8v6KSVvQrc,The man is speaking and the backside spray sound
391,-8tskHwTfcQ,The sound of dried leaves rubbing against one another in response to being moved by the wind or another cause
390,-8sR1D7oCic,A race vehicle is accelerating its engine
396,-8yNBmjX1bE,Women speaking followed by children speaking
395,-8yCp5GagJA,The water tap was running water out of the faucet
394,-8xXKLBLOnc,A drill motor is running
76868,gW4iTnEvqHA,"A car engine hums nearby, and then people talk quietly"
15558,5MXtSBsWrGs,An engine is being switched on
3746,0UlXhWYb9Js,A whistle blows then a car comes and passes very fast
3747,0UlaI-oeITg,The cars are passing by
3744,0UjmiLcmMa8,A toilet flushing away water while a bathroom stall door makes noise
3745,0Ukop25AhEc,A loud long burp is followed by a laugh
3742,0Ui0shNtHfY,"Water is running and gurgling, and a female speaks in the background"
3743,0UjUkHszzZ4,An adult male speaks and a medium vehicle engine starts up
57661,Tu0-doXRwUk,Rustling followed by a toilet flushing
57667,TuIfnuhmDq4,A couple of sequences where a computer-generated voice is followed by typing
58708,UcYa-1k0Nvc,Steam following by a slide whistle
78247,hUViJ9zgHKw,Something squeals in protest and then something is clanked
52101,Q4ph8Eyq2Pw,A person talks nearby as an engine idles nearby and wind blows
60015,VWLLeNYvxII,Paper crackles nearby as it is manipulated
60017,VWNo6X7aecQ,A race car is driving as a man talks
60010,VWBLKuEA6EY,A vehicle engine is accelerated and a man speaks
49163,O9tPTmjH_hY,"Ambient water noises, followed by electronic motorboat engine"
68744,aad-tAx1DU0,A machine works
73334,dtkT2VYNgXA,Birds chirping and a person whistling
21930,8MvVwaGPKnI,"Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks"
21933,8N-sgJB6Ias,A man is speaking followed by a thud
21934,8N0pMDO4hsQ,"Approaching vehicle with blowout, birds in background"
21935,8N4KO96rkdU,Water crashing and small person talking
21936,8N5c7JZmKGs,"Traffic is audible, a motor vehicle passes by, and slight clicking occurs"
21939,8NAMpUl01ug,Wind blowing hard followed by two men talking in distant ending with a frog croaking
99993,xodr5wnFQvs,Traffic revs up far in the distance
99994,xoeGfFrOSec,A man talks while a model airplane flies
57086,TVWqe2XM0o8,Men speak with splashing water
57080,TVDvmHlcGm0,A door opens up nearby
57088,TVdoDP96590,High pitched whistling following by low whistling
69641,bDrPO37cp6M,A machine works while wind blows strongly followed by a siren being triggered
31760,DKM2KjNkX18,A man speaks and types on a keyboard
16709,5siQ3K31KeI,"Sewing machine going, then stopping and starting up again"
16708,5siKASaXYTU,Numerous background noise of people and animals that end with an animal bellowing
6819,1ijeSI4LOrU,Birds are flapping their wings
6818,1iiFj83VI7M,"Squeaking occurs, two females speak and laugh, and a hoofed animal walks by"
102365,ziUoP8L-zkA,An aircraft engine running
102362,ziO8CGRSZZ8,Some clicks followed by a man speaking then some bangs
19975,7PKDrv5WP9o,A dog barks in concert with rhythmic thumping
6812,1iaEDqdYliE,A man is speaking and cars are speeding by
6815,1ie_mPvVJ4A,A motorboat engine is in use
6817,1ihBVEOfaVE,Birds chirping and people speaking
6816,1ih1mXowz1U,An animal is stomping its feet
9755,2vNfb9JmJcQ,A loud clicking and shuffling occurs
9752,2vJVctVYbMo,An older man is giving a speech
9750,2vHhaU0k_4k,The ticking and chiming of a clock
9759,2vTVb3LhxXE,Clanking of dishes in the background while an older man speaks
9758,2vTS31IeyOY,Papers rustling
24146,9SwqisZFZr8,Television plays in background then a young child sneezes and speaks followed by an adult woman who speaks
24142,9Sn8mlDZ0zs,Wind blowing in a microphone and a group of people talking
24141,9SkN9u22uhE,Engine idling quietly with light wind
86938,nrbgVzLPpdQ,Vehicles pass and the wind blows
58398,UOdw1xsTQFU,A bell rings and a train passes nearby
59952,VTuEzCUFTdE,Clanging sound then a toilet flushing
59954,VU-1nxT7YPU,Some surface is hit by a metallic tool
79408,iJXDHdIpB_k,"A man speaks, then lots of clicks and rustles and a pig squealing"
58938,Umyx9TCiAS0,Someone is snoring softly and there is a light static and a voice in the background
58262,UJ-2WuTunkE,A man talks and types on a keyboard
33754,EPNr68hknvw,"In a quiet environment, an adult male is speaking"
54273,RaJx8et3wo8,Vehicles passing by with a loud horn honking continuously
93968,tC9f6uvVKZc,An emergency siren powering down followed by audio hissing and muffled metal clanging
49822,ObnqwJxrbcI,Some laughs lightly
33750,EPCTznmNcNw,Telephone ringing followed by a woman speaking
68340,aIS31DyFpDg,A car accelerates and skids
102106,zVy9pETn6oI,Rustling with distant people speaking followed by a girl speaking
67376,_b_dv4jK9vI,Humming and sputtering of an idling engine revving
88984,pOwNRM3BM_w,Water running continuously
94334,tTvvPOTmImA,Click clack then bell ringing
81561,juJgS5-ddRU,Church bells ring in the distance multiple times as people talk nearby
100016,xpUT30qUUaI,Rustling and white noise followed by a sneeze
30229,CUvDaVFQ0sg,A woman speaking and dishes clanking
30334,CYJhs2CPpQs,Men speaking with distant traffic passing
76163,g06QT0gUKvo,A machine runs rapidly
44805,LLfowliB_YU,A man talks while a drill tool works
100130,xvjCydZMfPg,A sewing machine works while a man talks
30222,CUl0CDciflY,A motorcycle passes by and then a man talks as the motorcycle starts to come back
30223,CUlUUdmljb0,Static in the background while a child snores rhythmically
30221,CUiajtjBXHM,Air rushing followed by a couple of sneezes
100244,y0xkMQzZACI,Water runs and bells ring while wind blows and a goat bleats
44800,LLQUwiWyzZc,A rustling sound and a brief tapping and drumming
100136,xw-B1OGab3g,A man speaks with a bee buzzing and then a motorized vibration with some clicks.
72399,dEPx_z4Rpho,A woman speaks as food sizzles then another woman laughs
64679,Ykbcr7TMhwU,Some rattling followed by a loud burst of an explosion then more rattling
91219,r5s_IAgFiKo,Birds tweet while a ball is played
91211,r5WtQCGp1WI,"Electronic beeps occur, concurrent with an adult male speaking"
35218,FGc9Zt1MXng,A child laughs loudly and a man shouts
35215,FGLzoiXAqEI,A large bell rings
101941,zNasu_05xaI,An infant crying followed by a woman giggling
23267,90zLKk9MSdg,Wind blowing while a helicopters' engine runs
23265,90wcPsxr4H4,A man speaking as music plays then suddenly two explosions
23261,90oU5rfJgdk,"A wind blows strongly in a microphone, then a blasting, blowing sound"
9256,2i65tU46rDA,A woman is speaking loudly
29670,CB_L70p00mE,A sustained and continuous spraying sound
9254,2i0vfBErDUo,"A dog barks as another one whimpers, someone places an item down"
9255,2i2RLHiezds,A man delivers a speech
43850,KiHNFmpU5ZY,A dog barking and growling
10706,3JGsZLRU-kc,A water faucet is running then turned off
10705,3JELvtiMAZM,Vehicle running loudly with a clanking sound
10704,3JDBtQgmQmA,A male having a speech
49164,O9xYzACrBjA,"An airplane propeller spins loudly, and then a person bangs on a window multiple times"
6774,1hclg1BK7Sg,A truck engine idling with music in the background
6776,1hj7HqQH4AA,A woman is speaking
6770,1hWHlsVYhwo,Boys are talking and a dog is barking
6772,1hXKHVcN1SE,Applause followed by speech
6773,1hXLW_zsmZg,Bell ringing continuously
23751,9G89QPJ-d1k,Heavy wind and footsteps
49569,ORl0KaeGVzk,"A young child cries, and adult female speaks, and the child continues to sob and speak"
92748,sGEWDm1-RdY,A toilet flushes and a door opens
23756,9GItwgXOOYc,Clanking followed by a man speaking and a bang
49567,ORg-1Jn7dY4,Bells ringing loudly
23757,9GNe9_gjj6g,A buzzing followed by a bee flying
32607,Dked9VwV5gw,A woman speaking continuously
81996,kEfFvQlA5n8,"A large volume of water splashes, six clicks occur, an adult female laugh, and birds chirp in the background"
19095,6zzDOFmpHRY,"Water is splashing and gurgling, and an adult male begins to speak"
42818,K2i5ODkwdpg,A young male speaks followed by paper rustling sounds as music plays in the background
85670,mvbjcYC2TaY,Someone talking and a cat hissing and screeching
85674,mvmLUf3f7ZE,Motor along with gurgling
5058,10Wz3WLOowg,A woman sneezing and sniffling and complaining
5059,10XJ787bm2Q,"The motor of a boat with the sound of waves, followed by calm and still water"
5056,10SZFHfWSz4,"Roaring is present, an emergency vehicle siren sounds, and then machine gun fire and more roaring"
5057,10Vv0X2_n6Q,A roar of a large vehicle as it approaches while a person screams something as the vehicle speeds away
5050,10ILs3Dvgds,Someone is talking while someone is snoring
5051,10IhJop-JE4,Power tools run
38566,HKgby13GaZM,Humming of a loud engine of a hovering helicopter
70130,baVWqtuSAno,A desk bell is rung and echoes
70131,baWqKKc3RVU,Uproarious laughter is coming from a few women
18893,6uMJRQ0UrGo,An engine runs and a man speaks
18890,6uCq9iyudI4,A young man is speaking as a sink is filling up
18897,6uRL_wlWIxI,Birds chirping with a light banging in the background
18895,6uOmaZT3PRQ,Clicking on a computer keyboard
18899,6uXUy9BOOus,Beeping of electronics
87299,o7Nra5Cw_jQ,A telephone bell rings
64809,YqMJAzkRZZ8,A train revving up and horn honking
44221,KxWd4bh2zk4,An objects are rasped
69835,bMnJl__M898,An engine hums along with traffic noise in the background and a few words are spoken on a microphone
36179,FsPM3qqt0yQ,An engine accelerating followed by brief silence
44227,KxkxGmAPy0I,"A person speaks, pauses, and then speaks again"
18768,6pmMNLLcU9Q,A large motor idles with some hydraulic hissing
89949,q6pAgnS9BoU,A kid speaking followed by an insect buzzing
89941,q6WyuwZE3Lg,A truck engine revving then idling
18762,6pY_gFJiSSg,Wood scraping and a man speaking
18764,6pfN49qA3NM,A man speaks echoing in a microphone
18767,6pjIVseNWAI,Water splashed in a faucet as a man speaks
18766,6pgkg0HLR7k,And adult and a child have a conversation and laugh together
41546,JEZWQ17TXhU,Water trickles gently and slowly stops
83637,lQPxJ3M0Ves,A baby is crying and then a man and woman are laughing.
60778,W1QhUu3Jnp0,A helicopter flying
83630,lQ57gZs9b1E,A child speaks as vehicles pass by
94138,tK32_x_c3Tk,A machine works while a man talks followed by some material being rubbed
24637,9jDfLBPWwZM,Vehicle drives by quickly followed by a man speaking
71777,cnzMT0VuMcQ,A kid screams over and over and then another kid snorts like a pig
8035,2DmtgJv97-U,A dog barks and whimpers
8034,2DmbPAlalPI,A horse clip-clops with other mild background noise
8031,2Df2DRLYFgA,An adult female is speaking
8030,2DeWsERzaSY,A baby is belling laughing
8039,2DwotmImTsI,Waves crash against the shore
8038,2DvhMDU3m-8,A man talking about and demonstrating the use of power tool
12589,45FElpwPRnc,A person speaking with some rubbing
12583,457p8RcVeeM,Factory noise of production sprayer
12580,45-MIg6Ief4,Constant muffled ticking
12585,45ALOD20Dh0,"Cheering and screaming intensifies, followed by a man speaking"
12584,458hvFTiS4A,Rapid gunshots from an automatic gun
48123,NUqsl-em2FQ,"Children speak in the distance, followed by water gurgling nearby"
95964,ujbhceAPKnM,Women laugh and someone hiccups
89497,plrVO_25h50,A tool is softly buzzing while a man speaks
89496,plguiXCbQHg,Cats meow nearby multiple times
88720,pCfGoyPMW-k,"A man speaks, another man speaks with natural outside noise in the background"
88722,pChZKBDEsZk,Clicking and vibrations with mechanical humming
88725,pCpWuhqlI6A,A stream is flowing concurrently with nature noises
65069,Z13Q8QmxQ70,Footsteps and rustling followed by a scream and a light bang
88728,pD741EDWwDM,An infant crying with a man speaking intermittley and some laughter
65063,Z0ZZrm77SMU,A few people talking with vehicle noise in the background followed by cheering and laughing
76078,fwZPp-UHHAo,Someone sprays a surface
48121,NUiRY0VnNMs,Toilet water gently swishing
13988,4gwTPpO4WK8,Water splashes followed by a man speaking then tapping
13989,4gyuJnj9iWw,"Water is running and splashing, and an adult male speaks"
11768,3ju9A5iJbo8,"An adult female sneezes and sniffs, and an electronic device is playing in the background"
13984,4gr2Se5WKP4,A woman gives a speech
13986,4gvgHrDe5ZU,A motorcycle is being started and revved
13981,4glaMWF-wyU,A woman is speaking and traffic is nearby
13983,4gq5IKSASSQ,"A remote control car, and a dog barking"
73325,dtLram2pV7A,A goat bleats while birds tweet and people talk
75053,fBBKtMojF7s,"A file rubs against an object nearby, followed by a man speaking"
73322,dtGpAmOnZR8,A car drives consistently
84693,mCnMHgAi1zI,Ringing of bells with some rustling
77660,h459JUkX3_k,A race car squeals tires and accelerates
81563,juSFBjmcSS0,A man talks while motorcycle engines work in idle
81562,juL2OqnMOtA,Pigeons vocalize and flap wings
75054,fBDhEkpKTe4,Someone coughs then cries before speaking
69696,bGazZPvrAfQ,Deep laughing followed by a cat meowing and a man speaking
75055,fBIHz2HGUWw,Insect buzzing several times
13673,4ZcrAHlSOks,A car accelerates and then decelerates and accelerates again
13670,4ZU2-1Kku-0,A woman giving a speech
13671,4Za_oC4a438,Footsteps and then a door is slammed
13677,4ZlRt0UHWb8,Low static and loud snoring followed by man speaking lightly
13675,4ZgsqljQJa4,A person is typing on a keyboard very quickly
16003,5ZQPtmGX8v8,A couple of sheep bleating and a man talking
16001,5ZQCdVfdGig,A woman talking with sizzling and frying sounds in the background
16004,5ZRTs1ADSB0,A powerful engine idles
16005,5ZRdc9DgtBA,A cat meowing then a man speaks
5865,1LUo-Sz60aI,Lots of static with a muffled female voice in the background
5864,1LU--8_VFeA,"A car speeds up, wind rushes by"
5867,1LXNab4QZa8,A man speaking
5866,1LXBrN5lJaI,A car starting outside
5861,1LQQS5NIPFI,Door sound with woman chuckling
5860,1LQBKRQtQHg,A baby starts with a faint cry and its get louder
5862,1LR4O0oe-NU,A man speaking and ticking
94360,tVNREdFsylY,Two young girls speaking on a microphone followed by a crowd of people applauding and cheering
17359,6AhDat_-Zdw,A high frequency vibration suddenly becomes lower frequency as it fade away in the distance
17355,6ATurT-AdAc,Baby is crying loudly while a woman is laughing and verbalizing something
17357,6AcL47SDN58,Bell ringing and a low ticking
17351,6AO8_kTvsaM,"A dog is growling, a bird calls, and an adult male speaks"
17350,6AMsLkMRNGY,A woman sneezing loudly
17353,6AQLfSO8L5Q,"A man speaks then a horse neighs then a slap, a crash, and a car alarm"
17352,6AOS-Ny7JdU,An airplane engine running and people talking
90873,qpV8DLPsrxM,Traffic and car horns are in the background while an emergency vehicle blasts a series of sirens followed by wind and travel noise
90879,qpetEQ3taLY,Two male voices talking
19584,7D28hhaU9RU,A woman and man are having a conversation then a dog starts barking loudly
19585,7D5NBjoyY5w,Water is splashing lightly as a child are screaming in the background
19583,7D1GMWfKRRc,Wind is blowing hard and a man is speaking over the wind
19580,7Cv7C_6KxEs,Water is gurgling and intermittent hissing is occurring
19581,7CyP_SLbBTE,A clock is chiming in a high pitch and then an older man speaks
64007,YIdwyX9GX80,Typing on keyboard male speaking
20869,7pbmjwgR7ec,"A man drills, then speaks and blows"
50272,OtAFOp2OC2Q,A man speaking over an intercom as wind lightly blows into a microphone
20864,7pUe_uJ4zlI,Large engine sound with several gunshots
20867,7p_ybbzYjQw,A large crowd applauds and screams in unison
20860,7pSb9zMzS4k,A cat meows then a man speaks
69784,bKJ3tuz4H-k,"A very loud train horn blaring in the distance, and getting closer']}]"
45621,LsDbphDJ7nk,A motor vehicle runs by clicking a bit and speeding up
5935,1MuDD4JVnQc,A child is crying then a woman speaks
33035,DzbxlhysQE4,Women talk nearby as a crowd talks at medium volume in the distance
5934,1MuCTwE2Eqs,"A crowd chatters, dogs bark"
99525,xRzs_ynrCkc,A child cries loudly along with a hissing noise
90296,qMjKtVbC_sA,A woman speaks and then a young man speaks
16112,5bNgM-jQXhQ,A windy day and a man speaking in the distance
90293,qMavLjuPPKE,Oink followed by a squeal
90299,qN2WeWvBk8Q,Fire truck sirens
45636,Lsv7HQizztA,A car engine revs as it passes by
9195,2gasTsBjGD0,Engine running followed by tapping and speech
7941,2Bd_5CudKCk,A man speaks before using a power drill
7948,2BqBOBpWRY4,A man giving a speech
16918,5zVdtNyCa28,"Siren sounds, along with wind blowing"
16919,5zX3cmlLxwI,A man talking while the wind blows on the microphone and bees buzz
16916,5zSkQOAD6p4,A man speaking and a motor engine starting
16917,5zUkaGz_150,Small dogs howling and barking with car alarm
16911,5zI3BKP6h14,A bell being rung
16912,5zLYxr2BM4Y,Kick starting an engine
97476,vvPsGYayQBM,Two men speaking with rusting in the background
12204,3v1DCwFOQhc,People speak while a pig squeals
12206,3v7q1xTR2LQ,A baby crying and screaming
12207,3vBu3hZCzSM,A police siren is going off and cars are passing by
12201,3uxCklJYQto,"Loud, fast-moving water"
90122,qE_cVGO1MXk,Some sheep bleat while some persons laugh
90129,qF2inBDSzFU,Dogs barking and squealing
29359,C0s3qWFhItU,A vehicle motor is revved repeatedly
10518,3DpyZad6VMk,A man speaks quietly
63251,XlDKrMcrGNU,A machine is running and then stops
10512,3Dh1bECfqhk,"A door closes, and a man talks"
10513,3DhQmxwJ5f0,Waves are splashing and wind is blowing
10510,3DfM7lFy8b8,Birds are chirping and flapping their wings
10511,3DgK0TcqnU4,A loud car passes by
10516,3DjCtueWTl4,Two men talk as water rushes nearby
10514,3DiaKBcq8eo,"Wind blows, people speak and vibrations rattle"
10515,3Dj9T10SMHM,Loud typing on a keyboard
8866,2ZG0bWsWv-Q,A door is closed
8867,2ZI8enKej88,Vehicle running quietly
8864,2Z9Dxpj79hA,People are talking and a vehicle engine is revving
8865,2ZDNB3TiF7k,Two men are speaking to each other as cars pass by
8862,2Z6_CLwMxY4,Musical chimes are sounding
21409,867kazZdwuA,Fireworks going off
8860,2Z4bIBKxirc,People are talking as dishes clank together
8861,2Z5FgygewSM,Dog panting followed by beeping and more panting
21404,8621F0B0QAA,"A car engine is running, operating and vibrating followed by a honk"
21405,862FGBCm5JQ,A slide whistle is blown and a man speaks
21407,864Hhm1eOlg,A woman is speaking and rain is falling lightly
62786,XSS94mj8SJs,Tapping noises are followed by a high-pitched machine starting
62785,XSRKQDM5onY,"An adult male shouts while a motor vehicle engine runs and people speak in the background, followed by a motor vehicle engine running and vibrating in the foreground and another adult male speaking"
37437,GbyK-4HCwUE,A siren on a police car on a street
26834,AkeQfVaxV8k,Light wind and rustling
26830,AkbeMorZff8,An engine running followed by revving
26831,AkcW4_2TG_g,Water noisily going down a street drain while voices of children are in the background
67577,_kiUMCrwkfE,Rapid crumpling and crinkling noise
67575,_kfA3KdDJkU,A man speaking is followed by an irritated yawn and people talking
26838,AkiTPf5aJn4,Continuous applause
26839,Akk-GzgnDmE,A man speaking with rustling and distant speech
68637,aVkCOoCBCHo,A woman speaks while food fries in a pan
102521,zpfBw5eMfEs,"A boat motor runs smoothly, wind is blowing, and two adult males speak"
17884,6QJTjLvzCXg,A small insect buzzing around outside
90505,qXIYl4x6Tlk,A soft trumpet then a whir and a bubbling electric sound
76625,gLY6XE90pGU,"Bird flying sounds, followed by a robotic voice, and then the bird chirping and then a popping sound"
24579,9ge3gWbGXuc,Ducks quacking followed by laughed
24574,9gVpR4ZkXas,Spraying with people talking over the television briefly before a man mumbles nearby
24573,9gRG7ZAukX4,Toilet flushing water
24571,9gOI1_wEuPs,Continuous snoring
24570,9gCfNKhR3-g,A loud siren is sounding continuously
28408,BXLBYcnutbM,Music plays followed by a door opening and a woman sneezing
79720,iYMSuGqgrcM,A deep inhale followed by a burp
344,-7gC66Xp1iY,Motorcyle vehicle revving down
28403,BX8t852KOVk,A vehicle engine revving followed by an idle vehicle engine running
79728,iYxGFiaOD-M,Rasping sound as plane rubs down wood
34327,EiclIi8sIcc,A man speaks and an engine starts
95822,ucM9_3jUgr8,Rubbing clicking and clacking blender sound
35059,FA-He0lOxZU,Whistle followed by steam hissing which leads to another whistle
90929,qs3mXlKfxLU,Continuous train horn
95827,ucgdSYWs5gc,An engine vibrating and a woman speaks concurrently with a man speaking
92834,sKdmY3NQl4I,Rain falls and leaves rustle followed by the distant roar of thunder
346,-7uB0O_imb4,A horse is trotting. People are speaking
50335,OvcGn_ScG5w,"Typing on a keyboard is occurring, and an adult male speaks briefly"
52626,QS8t1QDrxfo,A rooster crows and birds chirp followed by spraying and people speaking as music plays
93588,stOs68tihzw,A goat bleats nearby
23716,9F33jPz8wbw,A constant loud rustling in a microphone accompanies indistinct background speech of several persons
23714,9F-I2w19w7k,"Small background noises, then a deep cooing"
11668,3hclTUZkWPw,Whirring sound and white noise
23710,9Esmg7iWyBA,A woman delivering a speech over a microphone
23711,9EvJpP-gB1k,People talking while an engine is revved
