file_name,text,audiofile
77W8716C44A.png, A frog croaking,./data/audiocaps/dataset_full/train/77W8716C44A.wav
MgHh1iN_8fk.png, A sewing machine operates with squeaking sounds followed by knocking,./data/audiocaps/dataset_full/train/MgHh1iN_8fk.wav
UA5_5uj4iIw.png," The whir of machine motors, the clacking of wooden boards",./data/audiocaps/dataset_full/train/UA5_5uj4iIw.wav
qNsnip5tvsg.png, A person talking as a crowd laughs,./data/audiocaps/dataset_full/train/qNsnip5tvsg.wav
qNxytjnLbOE.png, A train engine is running and rhythmically chugging,./data/audiocaps/dataset_full/train/qNxytjnLbOE.wav
qOA4vLvHHn8.png, Dogs growling while a woman is talking followed by dogs barking,./data/audiocaps/dataset_full/train/qOA4vLvHHn8.wav
qzy-KWlmlgc.png, A spray is triggered,./data/audiocaps/dataset_full/train/qzy-KWlmlgc.wav
RmF5uH_SuKQ.png, Several engines work in idle nearby,./data/audiocaps/dataset_full/train/RmF5uH_SuKQ.wav
4IF49XmNCaw.png," A toilet flushes, water flows",./data/audiocaps/dataset_full/train/4IF49XmNCaw.wav
4HrtJcJc174.png, A woman is giving a speech,./data/audiocaps/dataset_full/train/4HrtJcJc174.wav
4Hy1t6KBY4o.png, Vehicle drives and honks its horn,./data/audiocaps/dataset_full/train/4Hy1t6KBY4o.wav
4Hz53AafH7s.png, Motor slowing down,./data/audiocaps/dataset_full/train/4Hz53AafH7s.wav
RXE39pZXG3M.png, A few slams are followed by referee whistles,./data/audiocaps/dataset_full/train/RXE39pZXG3M.wav
RXE4HGOTQWI.png, Phone ringing then two men speaking,./data/audiocaps/dataset_full/train/RXE4HGOTQWI.wav
RXPij7peR3I.png, Singing followed by a man speaking then a bang,./data/audiocaps/dataset_full/train/RXPij7peR3I.wav
tdWWY6SoqlY.png, A bus slows down and its engine decelerates quietly,./data/audiocaps/dataset_full/train/tdWWY6SoqlY.wav
tdUv86s7PMw.png, An engine works while some frogs croak,./data/audiocaps/dataset_full/train/tdUv86s7PMw.wav
tdZk4rxpSlc.png, Whimpering and long yipping.,./data/audiocaps/dataset_full/train/tdZk4rxpSlc.wav
tdfz7W9xNIw.png, Loud wind noises and a car horn and a person talking at the end,./data/audiocaps/dataset_full/train/tdfz7W9xNIw.wav
WxuCynzEntQ.png, Metal clangs together in an enclosed space,./data/audiocaps/dataset_full/train/WxuCynzEntQ.wav
7XQZvjD_Ww0.png, A small motor is vibrating consistently,./data/audiocaps/dataset_full/train/7XQZvjD_Ww0.wav
ISTN_64MVnA.png, An electronic bleep beeping repeatedly,./data/audiocaps/dataset_full/train/ISTN_64MVnA.wav
7XCaCkHgkZM.png, A cat is meowing over and over,./data/audiocaps/dataset_full/train/7XCaCkHgkZM.wav
7XAySrozWrk.png, People in a small room are chanting and singing,./data/audiocaps/dataset_full/train/7XAySrozWrk.wav
7XChPEYFWpA.png, People are talking and bees are quietly buzzing in the background,./data/audiocaps/dataset_full/train/7XChPEYFWpA.wav
L5gAhon3a68.png, A person speaks and a small RC engine spools up,./data/audiocaps/dataset_full/train/L5gAhon3a68.wav
L5fq5D1Uces.png, As the wind blows steadily a bird sings and an engine goes by,./data/audiocaps/dataset_full/train/L5fq5D1Uces.wav
IryLRJ2P_qQ.png, An insect buzzing intermittently,./data/audiocaps/dataset_full/train/IryLRJ2P_qQ.wav
Is0jFNep7kY.png, Fast rubbing followed by speech,./data/audiocaps/dataset_full/train/Is0jFNep7kY.wav
CEggxDcgEHc.png, Metal clashes and a man speaks,./data/audiocaps/dataset_full/train/CEggxDcgEHc.wav
-RLhcWjOd1E.png, Animal noises and whimpering,./data/audiocaps/dataset_full/train/-RLhcWjOd1E.wav
-RIXNh-i88E.png, Woman speaking while a pan sizzles,./data/audiocaps/dataset_full/train/-RIXNh-i88E.wav
-RH8_ZSbHhc.png, Chatter and then a car horn beeping,./data/audiocaps/dataset_full/train/-RH8_ZSbHhc.wav
-RFRH50Qobg.png, Train horn tooting multiple times,./data/audiocaps/dataset_full/train/-RFRH50Qobg.wav
994l_hUXlCM.png," A group of birds cheep, a man speaks",./data/audiocaps/dataset_full/train/994l_hUXlCM.wav
-RNPQI3AJMw.png, Rapid gunfire and gunshots,./data/audiocaps/dataset_full/train/-RNPQI3AJMw.wav
B9JPdSzZXvc.png, A door is sliding open,./data/audiocaps/dataset_full/train/B9JPdSzZXvc.wav
B9J303z3ICM.png, A flushing of water and people talking,./data/audiocaps/dataset_full/train/B9J303z3ICM.wav
B9F7ijiMaxs.png, Children are speaking followed by laughter,./data/audiocaps/dataset_full/train/B9F7ijiMaxs.wav
B97t6blNHnA.png, An engine idling consistently,./data/audiocaps/dataset_full/train/B97t6blNHnA.wav
B94vwFIqTUQ.png, A man speaks and types,./data/audiocaps/dataset_full/train/B94vwFIqTUQ.wav
B8xK_lJFsRw.png, People speaking on a moving bus,./data/audiocaps/dataset_full/train/B8xK_lJFsRw.wav
B8t0JMx0vyk.png, Water pours out onto a surface,./data/audiocaps/dataset_full/train/B8t0JMx0vyk.wav
wEDditLGJwg.png," Several small shuffles of hard objects knocking, followed by loud explosions interspersed by a grown man chuckling",./data/audiocaps/dataset_full/train/wEDditLGJwg.wav
4C-Abooz-OA.png, The engine of a small machine pulling chains,./data/audiocaps/dataset_full/train/4C-Abooz-OA.wav
2Qh9AFPNq50.png, A dog is barking people are talking,./data/audiocaps/dataset_full/train/2Qh9AFPNq50.wav
4C5_pfsrp3Q.png, Birds are flapping their wings and some bird call,./data/audiocaps/dataset_full/train/4C5_pfsrp3Q.wav
4C4dfeDruIw.png, A person snoring,./data/audiocaps/dataset_full/train/4C4dfeDruIw.wav
4C7XyQgZ_8I.png, A thump noise and a bird chirps,./data/audiocaps/dataset_full/train/4C7XyQgZ_8I.wav
2QTH4_WQlgg.png, A toilet flushes and then woman laugh in the background,./data/audiocaps/dataset_full/train/2QTH4_WQlgg.wav
2QLhxtgqvU8.png," A man speaks followed by electrical hums, some clicking, and liquid being poured",./data/audiocaps/dataset_full/train/2QLhxtgqvU8.wav
rsrZOjkQ3rY.png, Rubbing and scraping followed by a soft power tool drilling then a louder power tool drilling,./data/audiocaps/dataset_full/train/rsrZOjkQ3rY.wav
rt0Ksg7zpow.png," An engine revs, tires squeal, a car accelerates into the distance",./data/audiocaps/dataset_full/train/rt0Ksg7zpow.wav
8xah8J3bWis.png, A man and a woman talking as a telephone is ringing,./data/audiocaps/dataset_full/train/8xah8J3bWis.wav
RbrSbC-bGY0.png, Wind blows and birds tweet,./data/audiocaps/dataset_full/train/RbrSbC-bGY0.wav
8j7q3t8ie10.png, Moving of objects followed by a beep,./data/audiocaps/dataset_full/train/8j7q3t8ie10.wav
8j6uc8DEzWA.png, A man is speaking and loud bangs happen,./data/audiocaps/dataset_full/train/8j6uc8DEzWA.wav
8j5gWsCQ3_4.png, A woman speaking and crowd cheering,./data/audiocaps/dataset_full/train/8j5gWsCQ3_4.wav
8j69QB0y4Cw.png, A vehicle driving by quietly and slowly,./data/audiocaps/dataset_full/train/8j69QB0y4Cw.wav
8j-jFjOn_4A.png, Wind is blowing and woman is laughing,./data/audiocaps/dataset_full/train/8j-jFjOn_4A.wav
8itzyk-WgP0.png, A frog chirps and other frogs and crickets chirp in the background,./data/audiocaps/dataset_full/train/8itzyk-WgP0.wav
5MVE73rP6R8.png, A large engine hums and speeds down a roadway,./data/audiocaps/dataset_full/train/5MVE73rP6R8.wav
5yAnVjPDShU.png, Sirens ring out and cars speed by in the background,./data/audiocaps/dataset_full/train/5yAnVjPDShU.wav
5MSE1-YlVfc.png, A woman speaks followed by laughter and a cat crying,./data/audiocaps/dataset_full/train/5MSE1-YlVfc.wav
W8BDM_jth3Y.png, A man speaks and a computer keyboard is clicked,./data/audiocaps/dataset_full/train/W8BDM_jth3Y.wav
2KLSmeAXUHU.png, An engine is revving up,./data/audiocaps/dataset_full/train/2KLSmeAXUHU.wav
Z9yyGhM_9qw.png, Buzzing of nearby insects with distant quacking and faint speaking from a nearby man,./data/audiocaps/dataset_full/train/Z9yyGhM_9qw.wav
5MRDu6qgla0.png, A crowd of people are talking and a police siren goes off loudly,./data/audiocaps/dataset_full/train/5MRDu6qgla0.wav
fXUT4w2jCWs.png, An engine sound is followed by the sound of helicopter blades,./data/audiocaps/dataset_full/train/fXUT4w2jCWs.wav
Z9aB-SFDnwk.png," A man talks nearby, followed by a door closing, after which the man continues to talk",./data/audiocaps/dataset_full/train/Z9aB-SFDnwk.wav
MDW5VlmaGjA.png, A vehicle engine revving and accelerating while driving by,./data/audiocaps/dataset_full/train/MDW5VlmaGjA.wav
-8v6KSVvQrc.png, The man is speaking and the backside spray sound,./data/audiocaps/dataset_full/train/-8v6KSVvQrc.wav
-8tskHwTfcQ.png, The sound of dried leaves rubbing against one another in response to being moved by the wind or another cause,./data/audiocaps/dataset_full/train/-8tskHwTfcQ.wav
-8sR1D7oCic.png, A race vehicle is accelerating its engine,./data/audiocaps/dataset_full/train/-8sR1D7oCic.wav
-8yNBmjX1bE.png, Women speaking followed by children speaking,./data/audiocaps/dataset_full/train/-8yNBmjX1bE.wav
-8yCp5GagJA.png, The water tap was running water out of the faucet,./data/audiocaps/dataset_full/train/-8yCp5GagJA.wav
-8xXKLBLOnc.png, A drill motor is running,./data/audiocaps/dataset_full/train/-8xXKLBLOnc.wav
gW4iTnEvqHA.png," A car engine hums nearby, and then people talk quietly",./data/audiocaps/dataset_full/train/gW4iTnEvqHA.wav
5MXtSBsWrGs.png, An engine is being switched on,./data/audiocaps/dataset_full/train/5MXtSBsWrGs.wav
0UlXhWYb9Js.png, A whistle blows then a car comes and passes very fast,./data/audiocaps/dataset_full/train/0UlXhWYb9Js.wav
0UlaI-oeITg.png, The cars are passing by,./data/audiocaps/dataset_full/train/0UlaI-oeITg.wav
0UjmiLcmMa8.png, A toilet flushing away water while a bathroom stall door makes noise,./data/audiocaps/dataset_full/train/0UjmiLcmMa8.wav
0Ukop25AhEc.png, A loud long burp is followed by a laugh,./data/audiocaps/dataset_full/train/0Ukop25AhEc.wav
0Ui0shNtHfY.png," Water is running and gurgling, and a female speaks in the background",./data/audiocaps/dataset_full/train/0Ui0shNtHfY.wav
0UjUkHszzZ4.png, An adult male speaks and a medium vehicle engine starts up,./data/audiocaps/dataset_full/train/0UjUkHszzZ4.wav
Tu0-doXRwUk.png, Rustling followed by a toilet flushing,./data/audiocaps/dataset_full/train/Tu0-doXRwUk.wav
TuIfnuhmDq4.png, A couple of sequences where a computer-generated voice is followed by typing,./data/audiocaps/dataset_full/train/TuIfnuhmDq4.wav
UcYa-1k0Nvc.png, Steam following by a slide whistle,./data/audiocaps/dataset_full/train/UcYa-1k0Nvc.wav
hUViJ9zgHKw.png, Something squeals in protest and then something is clanked,./data/audiocaps/dataset_full/train/hUViJ9zgHKw.wav
Q4ph8Eyq2Pw.png, A person talks nearby as an engine idles nearby and wind blows,./data/audiocaps/dataset_full/train/Q4ph8Eyq2Pw.wav
VWLLeNYvxII.png, Paper crackles nearby as it is manipulated,./data/audiocaps/dataset_full/train/VWLLeNYvxII.wav
VWNo6X7aecQ.png, A race car is driving as a man talks,./data/audiocaps/dataset_full/train/VWNo6X7aecQ.wav
VWBLKuEA6EY.png, A vehicle engine is accelerated and a man speaks,./data/audiocaps/dataset_full/train/VWBLKuEA6EY.wav
O9tPTmjH_hY.png," Ambient water noises, followed by electronic motorboat engine",./data/audiocaps/dataset_full/train/O9tPTmjH_hY.wav
aad-tAx1DU0.png, A machine works,./data/audiocaps/dataset_full/train/aad-tAx1DU0.wav
dtkT2VYNgXA.png, Birds chirping and a person whistling,./data/audiocaps/dataset_full/train/dtkT2VYNgXA.wav
8MvVwaGPKnI.png," Birds are chirping, crickets are chirping, rustling occurs, and an adult male speaks",./data/audiocaps/dataset_full/train/8MvVwaGPKnI.wav
8N-sgJB6Ias.png, A man is speaking followed by a thud,./data/audiocaps/dataset_full/train/8N-sgJB6Ias.wav
8N0pMDO4hsQ.png," Approaching vehicle with blowout, birds in background",./data/audiocaps/dataset_full/train/8N0pMDO4hsQ.wav
8N4KO96rkdU.png, Water crashing and small person talking,./data/audiocaps/dataset_full/train/8N4KO96rkdU.wav
8N5c7JZmKGs.png," Traffic is audible, a motor vehicle passes by, and slight clicking occurs",./data/audiocaps/dataset_full/train/8N5c7JZmKGs.wav
8NAMpUl01ug.png, Wind blowing hard followed by two men talking in distant ending with a frog croaking,./data/audiocaps/dataset_full/train/8NAMpUl01ug.wav
xodr5wnFQvs.png, Traffic revs up far in the distance,./data/audiocaps/dataset_full/train/xodr5wnFQvs.wav
xoeGfFrOSec.png, A man talks while a model airplane flies,./data/audiocaps/dataset_full/train/xoeGfFrOSec.wav
TVWqe2XM0o8.png, Men speak with splashing water,./data/audiocaps/dataset_full/train/TVWqe2XM0o8.wav
TVDvmHlcGm0.png, A door opens up nearby,./data/audiocaps/dataset_full/train/TVDvmHlcGm0.wav
TVdoDP96590.png, High pitched whistling following by low whistling,./data/audiocaps/dataset_full/train/TVdoDP96590.wav
bDrPO37cp6M.png, A machine works while wind blows strongly followed by a siren being triggered,./data/audiocaps/dataset_full/train/bDrPO37cp6M.wav
DKM2KjNkX18.png, A man speaks and types on a keyboard,./data/audiocaps/dataset_full/train/DKM2KjNkX18.wav
5siQ3K31KeI.png," Sewing machine going, then stopping and starting up again",./data/audiocaps/dataset_full/train/5siQ3K31KeI.wav
5siKASaXYTU.png, Numerous background noise of people and animals that end with an animal bellowing,./data/audiocaps/dataset_full/train/5siKASaXYTU.wav
1ijeSI4LOrU.png, Birds are flapping their wings,./data/audiocaps/dataset_full/train/1ijeSI4LOrU.wav
1iiFj83VI7M.png," Squeaking occurs, two females speak and laugh, and a hoofed animal walks by",./data/audiocaps/dataset_full/train/1iiFj83VI7M.wav
ziUoP8L-zkA.png, An aircraft engine running,./data/audiocaps/dataset_full/train/ziUoP8L-zkA.wav
ziO8CGRSZZ8.png, Some clicks followed by a man speaking then some bangs,./data/audiocaps/dataset_full/train/ziO8CGRSZZ8.wav
7PKDrv5WP9o.png, A dog barks in concert with rhythmic thumping,./data/audiocaps/dataset_full/train/7PKDrv5WP9o.wav
1iaEDqdYliE.png, A man is speaking and cars are speeding by,./data/audiocaps/dataset_full/train/1iaEDqdYliE.wav
1ie_mPvVJ4A.png, A motorboat engine is in use,./data/audiocaps/dataset_full/train/1ie_mPvVJ4A.wav
1ihBVEOfaVE.png, Birds chirping and people speaking,./data/audiocaps/dataset_full/train/1ihBVEOfaVE.wav
1ih1mXowz1U.png, An animal is stomping its feet,./data/audiocaps/dataset_full/train/1ih1mXowz1U.wav
2vNfb9JmJcQ.png, A loud clicking and shuffling occurs,./data/audiocaps/dataset_full/train/2vNfb9JmJcQ.wav
2vJVctVYbMo.png, An older man is giving a speech,./data/audiocaps/dataset_full/train/2vJVctVYbMo.wav
2vHhaU0k_4k.png, The ticking and chiming of a clock,./data/audiocaps/dataset_full/train/2vHhaU0k_4k.wav
2vTVb3LhxXE.png, Clanking of dishes in the background while an older man speaks,./data/audiocaps/dataset_full/train/2vTVb3LhxXE.wav
2vTS31IeyOY.png, Papers rustling,./data/audiocaps/dataset_full/train/2vTS31IeyOY.wav
9SwqisZFZr8.png, Television plays in background then a young child sneezes and speaks followed by an adult woman who speaks,./data/audiocaps/dataset_full/train/9SwqisZFZr8.wav
9Sn8mlDZ0zs.png, Wind blowing in a microphone and a group of people talking,./data/audiocaps/dataset_full/train/9Sn8mlDZ0zs.wav
9SkN9u22uhE.png, Engine idling quietly with light wind,./data/audiocaps/dataset_full/train/9SkN9u22uhE.wav
nrbgVzLPpdQ.png, Vehicles pass and the wind blows,./data/audiocaps/dataset_full/train/nrbgVzLPpdQ.wav
UOdw1xsTQFU.png, A bell rings and a train passes nearby,./data/audiocaps/dataset_full/train/UOdw1xsTQFU.wav
VTuEzCUFTdE.png, Clanging sound then a toilet flushing,./data/audiocaps/dataset_full/train/VTuEzCUFTdE.wav
VU-1nxT7YPU.png, Some surface is hit by a metallic tool,./data/audiocaps/dataset_full/train/VU-1nxT7YPU.wav
iJXDHdIpB_k.png," A man speaks, then lots of clicks and rustles and a pig squealing",./data/audiocaps/dataset_full/train/iJXDHdIpB_k.wav
Umyx9TCiAS0.png, Someone is snoring softly and there is a light static and a voice in the background,./data/audiocaps/dataset_full/train/Umyx9TCiAS0.wav
UJ-2WuTunkE.png, A man talks and types on a keyboard,./data/audiocaps/dataset_full/train/UJ-2WuTunkE.wav
EPNr68hknvw.png," In a quiet environment, an adult male is speaking",./data/audiocaps/dataset_full/train/EPNr68hknvw.wav
RaJx8et3wo8.png, Vehicles passing by with a loud horn honking continuously,./data/audiocaps/dataset_full/train/RaJx8et3wo8.wav
tC9f6uvVKZc.png, An emergency siren powering down followed by audio hissing and muffled metal clanging,./data/audiocaps/dataset_full/train/tC9f6uvVKZc.wav
ObnqwJxrbcI.png, Some laughs lightly,./data/audiocaps/dataset_full/train/ObnqwJxrbcI.wav
EPCTznmNcNw.png, Telephone ringing followed by a woman speaking,./data/audiocaps/dataset_full/train/EPCTznmNcNw.wav
aIS31DyFpDg.png, A car accelerates and skids,./data/audiocaps/dataset_full/train/aIS31DyFpDg.wav
zVy9pETn6oI.png, Rustling with distant people speaking followed by a girl speaking,./data/audiocaps/dataset_full/train/zVy9pETn6oI.wav
_b_dv4jK9vI.png, Humming and sputtering of an idling engine revving,./data/audiocaps/dataset_full/train/_b_dv4jK9vI.wav
pOwNRM3BM_w.png, Water running continuously,./data/audiocaps/dataset_full/train/pOwNRM3BM_w.wav
tTvvPOTmImA.png, Click clack then bell ringing,./data/audiocaps/dataset_full/train/tTvvPOTmImA.wav
juJgS5-ddRU.png, Church bells ring in the distance multiple times as people talk nearby,./data/audiocaps/dataset_full/train/juJgS5-ddRU.wav
xpUT30qUUaI.png, Rustling and white noise followed by a sneeze,./data/audiocaps/dataset_full/train/xpUT30qUUaI.wav
CUvDaVFQ0sg.png, A woman speaking and dishes clanking,./data/audiocaps/dataset_full/train/CUvDaVFQ0sg.wav
CYJhs2CPpQs.png, Men speaking with distant traffic passing,./data/audiocaps/dataset_full/train/CYJhs2CPpQs.wav
g06QT0gUKvo.png, A machine runs rapidly,./data/audiocaps/dataset_full/train/g06QT0gUKvo.wav
LLfowliB_YU.png, A man talks while a drill tool works,./data/audiocaps/dataset_full/train/LLfowliB_YU.wav
xvjCydZMfPg.png, A sewing machine works while a man talks,./data/audiocaps/dataset_full/train/xvjCydZMfPg.wav
CUl0CDciflY.png, A motorcycle passes by and then a man talks as the motorcycle starts to come back,./data/audiocaps/dataset_full/train/CUl0CDciflY.wav
CUlUUdmljb0.png, Static in the background while a child snores rhythmically,./data/audiocaps/dataset_full/train/CUlUUdmljb0.wav
CUiajtjBXHM.png, Air rushing followed by a couple of sneezes,./data/audiocaps/dataset_full/train/CUiajtjBXHM.wav
y0xkMQzZACI.png, Water runs and bells ring while wind blows and a goat bleats,./data/audiocaps/dataset_full/train/y0xkMQzZACI.wav
LLQUwiWyzZc.png, A rustling sound and a brief tapping and drumming,./data/audiocaps/dataset_full/train/LLQUwiWyzZc.wav
xw-B1OGab3g.png, A man speaks with a bee buzzing and then a motorized vibration with some clicks.,./data/audiocaps/dataset_full/train/xw-B1OGab3g.wav
dEPx_z4Rpho.png, A woman speaks as food sizzles then another woman laughs,./data/audiocaps/dataset_full/train/dEPx_z4Rpho.wav
Ykbcr7TMhwU.png, Some rattling followed by a loud burst of an explosion then more rattling,./data/audiocaps/dataset_full/train/Ykbcr7TMhwU.wav
r5s_IAgFiKo.png, Birds tweet while a ball is played,./data/audiocaps/dataset_full/train/r5s_IAgFiKo.wav
r5WtQCGp1WI.png," Electronic beeps occur, concurrent with an adult male speaking",./data/audiocaps/dataset_full/train/r5WtQCGp1WI.wav
FGc9Zt1MXng.png, A child laughs loudly and a man shouts,./data/audiocaps/dataset_full/train/FGc9Zt1MXng.wav
FGLzoiXAqEI.png, A large bell rings,./data/audiocaps/dataset_full/train/FGLzoiXAqEI.wav
zNasu_05xaI.png, An infant crying followed by a woman giggling,./data/audiocaps/dataset_full/train/zNasu_05xaI.wav
90zLKk9MSdg.png, Wind blowing while a helicopters' engine runs,./data/audiocaps/dataset_full/train/90zLKk9MSdg.wav
90wcPsxr4H4.png, A man speaking as music plays then suddenly two explosions,./data/audiocaps/dataset_full/train/90wcPsxr4H4.wav
90oU5rfJgdk.png," A wind blows strongly in a microphone, then a blasting, blowing sound",./data/audiocaps/dataset_full/train/90oU5rfJgdk.wav
2i65tU46rDA.png, A woman is speaking loudly,./data/audiocaps/dataset_full/train/2i65tU46rDA.wav
CB_L70p00mE.png, A sustained and continuous spraying sound,./data/audiocaps/dataset_full/train/CB_L70p00mE.wav
2i0vfBErDUo.png," A dog barks as another one whimpers, someone places an item down",./data/audiocaps/dataset_full/train/2i0vfBErDUo.wav
